Statement,Label,cleaned_text
"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",True,year feder spend educ grown percent test score remain flat
Says cuts to Medicare affect people who have already paid in. We paid for it.,False,say cut medicar affect peopl alreadi paid paid
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,False,david alameel give thousand dollar support republican parti candid includ john cornyn greg abbott
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,True,american healthcar system burn percent nation gdp nobodi els close
Providences port is 200 miles closer to Europe than any other Eastern port.,False,provid port mile closer europ eastern port
Says you need a photo ID to purchase Sudafed in Texas.,True,say need photo id purchas sudaf texa
Twenty percent of housing in Portlands Pearl District is affordable.,True,twenti percent hous portland pearl district afford
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",True,say allow payrol tax holiday expir would end cost anoth estim job
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,True,hillari clinton support nafta perman china trade pennsylvania lost thousand job
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,True,numer studi shown socal righttowork law gener job econom growth
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",True,obama budget plan would take nation debt percent gross nation product histor percent
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,False,say hillari clinton said veteran affair scandal overexagger said satisfi go
We now have driven (health care) costs down to the lowest theyve been in 50 years.,False,driven health care cost lowest theyv year
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",True,presid barack obama initi respons heard christma underwear bomber say act isol extremist
"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",True,say sen sherrod brown admit billion stimulu law fail specif attack republican want lower american tax claim stimulu bill didnt enough lower tax
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",True,lot peopl got rich pay top tax rate percent
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",True,charleston sc shootershould never given gun univers background check fast enough
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,False,sixtyf percent iraqi peopl say okay shoot american soldier
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,False,twelv judg thrown legal challeng health care law reject notion health care law unconstitut
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,True,say gov chri christi propos reduc state incom tax would second tax cut rich governor two year
Warren (Buffett) still does support me.,True,warren buffett still support
